three_character,group,sub_chapter,chapter
R72,"Abnormality of white blood cells, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R73,Elevated blood glucose level,"Abnormal findings on examination of blood, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R74,Abnormal serum enzyme levels,"Abnormal findings on examination of blood, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R75,Laboratory evidence of human immunodeficiency virus [HIV],"Abnormal findings on examination of blood, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R76,Other abnormal immunological findings in serum,"Abnormal findings on examination of blood, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R77,Other abnormalities of plasma proteins,"Abnormal findings on examination of blood, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R78,"Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R79,Other abnormal findings of blood chemistry,"Abnormal findings on examination of blood, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R80,Isolated proteinuria,"Abnormal findings on examination of urine, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R81,Glycosuria,"Abnormal findings on examination of urine, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R82,Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R83,Abnormal findings in cerebrospinal fluid,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R84,Abnormal findings in specimens from respiratory organs and thorax,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R85,Abnormal findings in specimens from digestive organs and abdominal cavity,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R86,Abnormal findings in specimens from male genital organs,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R87,Abnormal findings in specimens from female genital organs,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R89,"Abnormal findings in specimens from other organs, systems and tissues","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R90,Abnormal findings on diagnostic imaging of central nervous system,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R91,Abnormal findings on diagnostic imaging of lung,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R92,Abnormal findings on diagnostic imaging of breast,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R93,Abnormal findings on diagnostic imaging of other body structures,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R94,Abnormal results of function studies,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis","Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R95,Sudden infant death syndrome,Ill-defined and unknown causes of mortality,"Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R96,"Other sudden death, cause unknown",Ill-defined and unknown causes of mortality,"Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R98,Unattended death,Ill-defined and unknown causes of mortality,"Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
R99,Other ill-defined and unspecified causes of mortality,Ill-defined and unknown causes of mortality,"Symptoms, signs, and abnormal clinical and laboratory findings, not elsewhere classified"
S00,Superficial injury of head,Injuries to the head,"Injury, poisoning and certain other consequences of external causes"
S01,Open wound of head,Injuries to the head,"Injury, poisoning and certain other consequences of external causes"
S02,Fracture of skull and facial bones,Injuries to the head,"Injury, poisoning and certain other consequences of external causes"
S03,"Dislocation, sprain and strain of joints and ligaments of head",Injuries to the head,"Injury, poisoning and certain other consequences of external causes"
S04,Injury of cranial nerves,Injuries to the head,"Injury, poisoning and certain other consequences of external causes"
S05,Injury of eye and orbit,Injuries to the head,"Injury, poisoning and certain other consequences of external causes"
S06,Intracranial injury,Injuries to the head,"Injury, poisoning and certain other consequences of external causes"
S07,Crushing injury of head,Injuries to the head,"Injury, poisoning and certain other consequences of external causes"
